Polling Station No,Candidate_1,Candidate_2,Candidate_3,Candidate_4,Candidate_5,Candidate_6,Candidate_7,Candidate_8,Candidate_9,Candidate_10,Candidate_11,Candidate_12,Candidate_13,Candidate_14,Candidate_15,Candidate_16,Total Valid Votes,Rejected Votes,NOTA,Total,Tendered Votes
189,184,209,27,0,242,1,0,0,0,0,0,0,1,0,1,2,2,667,0,667,0
190,200,203,35,1,245,0,0,0,2,0,1,0,0,1,0,5,5,693,0,693,0
191,259,131,24,0,210,0,0,0,0,0,0,0,1,0,1,4,4,630,0,630,0
192,196,121,29,0,177,1,0,1,0,0,0,0,0,0,0,4,4,529,0,529,0
193,174,98,16,1,125,1,0,0,0,0,1,0,0,0,0,4,4,420,0,420,0
194,160,88,19,2,194,0,0,0,0,0,0,0,0,0,0,1,1,464,0,464,0
195,212,152,25,1,264,0,0,1,0,0,1,2,0,0,0,2,2,660,0,660,0
196,185,232,32,0,223,0,0,0,0,1,0,0,0,1,0,6,6,680,0,680,0
197,116,91,13,0,118,2,0,0,0,0,0,0,0,1,0,2,2,343,0,343,0
198,117,120,14,0,170,0,0,0,1,1,0,0,0,0,0,1,1,424,0,424,0
199,191,124,39,1,261,0,0,0,0,0,1,0,0,0,0,6,6,623,0,623,0
200,203,120,36,0,243,1,0,0,0,0,0,0,0,0,1,5,5,609,0,609,0
201,170,127,20,0,158,0,0,0,0,0,0,0,0,0,0,1,1,476,0,476,0
202,172,101,20,2,138,0,0,0,0,0,0,0,0,0,0,0,0,433,0,433,0
203,203,165,42,1,175,0,0,0,0,0,0,0,0,0,0,6,6,592,0,592,0
204,176,124,23,0,240,1,0,0,0,0,0,0,0,0,0,2,2,566,0,566,0
205,116,85,5,0,132,0,0,0,0,1,0,0,0,0,0,1,1,340,0,340,0
206,148,100,19,0,132,0,0,0,0,0,0,0,0,0,0,4,4,403,0,403,0
207,89,110,18,0,163,0,0,0,0,1,0,1,0,0,0,1,1,383,0,383,0
208,136,69,7,0,85,1,0,0,0,0,0,0,0,0,1,6,6,305,0,305,0
209,164,136,24,0,203,0,1,0,0,0,0,0,0,0,1,2,2,531,0,531,0
210,131,90,20,0,174,0,0,0,0,0,0,0,1,0,0,0,0,416,0,416,0
211,114,114,16,0,221,0,0,0,0,0,0,0,0,0,0,1,1,466,0,466,0
212,133,97,13,0,136,0,0,0,1,0,0,0,0,0,1,4,4,385,0,385,0
213,233,89,14,0,158,0,0,0,0,0,1,0,0,0,0,3,3,498,0,498,0
214,115,63,12,0,112,0,0,0,0,0,0,0,0,0,1,1,1,304,0,304,0
215,203,207,13,1,251,0,0,0,0,0,0,0,0,1,1,6,6,683,0,683,0
216,168,172,18,1,155,0,0,0,0,0,1,0,0,0,0,4,4,519,0,519,0
217,153,228,20,0,261,1,0,0,0,0,0,0,0,0,0,1,1,664,0,664,0
218,251,130,24,0,161,0,0,0,0,1,3,0,0,0,0,5,5,575,0,575,0
219,134,95,16,1,129,1,0,0,0,0,0,0,0,0,0,3,3,379,0,379,0
220,176,201,27,0,313,1,1,0,0,0,1,0,1,0,1,4,4,726,0,726,0
221,142,156,20,0,214,0,1,0,0,0,0,0,0,0,1,3,3,537,0,537,0
222,161,152,17,1,247,0,1,0,0,0,0,0,0,0,0,0,0,579,0,579,0
223,137,136,14,1,242,0,0,0,0,1,0,0,1,1,0,2,2,535,0,535,0
224,138,159,17,1,247,0,0,2,1,0,0,1,0,0,0,2,2,568,0,568,0
225,200,145,32,0,224,0,0,0,1,1,0,0,0,0,0,7,7,610,0,610,0
226,186,217,27,0,214,0,0,2,0,1,1,0,0,0,0,4,4,652,0,652,0
227,260,146,27,0,285,1,0,0,0,0,0,0,1,1,0,5,5,726,0,726,0
228,183,149,33,0,234,0,1,0,0,0,0,0,0,0,0,5,5,605,0,605,0
229,225,153,26,1,309,0,0,0,0,0,0,0,0,0,0,5,5,719,0,719,0
230,145,115,14,0,275,0,1,0,3,0,0,0,0,0,0,2,2,555,0,555,0
231,128,124,27,1,182,0,0,0,0,0,0,0,0,0,1,5,5,468,0,468,0
232,172,160,21,0,295,0,0,1,0,0,2,0,0,1,2,5,5,659,0,659,0
233,112,161,22,2,291,2,1,0,0,0,0,0,1,0,0,4,4,596,0,596,0
234,105,222,19,0,206,0,0,0,0,1,0,0,1,0,2,4,4,560,0,560,0
235,160,190,41,0,329,0,0,0,1,0,0,0,0,0,0,3,3,724,0,724,0
236,171,210,51,1,302,2,1,1,0,0,1,0,0,1,0,6,6,747,0,747,0
237,116,203,37,1,266,0,0,0,0,0,0,0,0,0,0,2,2,625,0,625,0
238,84,160,35,0,200,0,0,0,0,0,0,0,1,0,1,3,3,484,0,484,0
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,135,233,26,2,316,0,0,0,0,0,0,0,0,1,0,1,1,714,0,714,0
241,95,163,43,0,233,1,0,0,0,0,0,1,0,0,0,3,3,539,0,539,0
242,134,164,32,0,273,1,1,0,0,0,0,0,0,0,1,6,6,612,0,612,0
243,182,150,29,0,195,0,0,0,0,0,0,0,0,0,0,9,9,565,0,565,0
244,67,153,27,1,216,0,0,1,0,0,0,0,0,0,0,3,3,468,0,468,0
245,83,256,22,0,222,0,1,0,0,1,0,0,0,0,1,1,1,587,0,587,0
246,122,184,23,1,242,0,0,0,0,0,0,0,0,1,0,5,5,578,0,578,0
247,111,177,38,1,240,1,0,0,0,0,1,0,0,0,1,2,2,572,0,572,0
248,85,182,26,1,289,1,0,0,0,0,0,0,0,0,0,2,2,586,0,586,0
249,93,174,25,0,270,0,0,0,0,0,0,3,0,0,0,1,1,566,0,566,0
250,100,210,23,0,165,0,0,0,0,1,0,0,0,0,0,2,2,501,0,501,0
251,69,150,29,0,174,0,2,0,0,1,0,0,0,0,0,7,7,432,0,432,0
252,158,242,44,0,298,1,1,1,0,1,0,0,0,0,0,7,7,753,0,753,0
253,125,218,40,0,292,0,0,0,1,2,0,0,0,1,0,5,5,684,0,684,0
254,39,636,11,2,166,0,1,0,0,1,0,1,0,1,0,8,8,866,0,866,0
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,149,242,38,0,298,0,0,0,0,1,2,0,0,0,0,8,8,738,0,738,0
257,148,166,38,1,264,0,0,0,0,0,0,0,0,0,0,2,2,619,0,619,0
258,72,114,23,0,120,0,0,0,0,0,0,0,0,0,0,1,1,330,0,330,0
259,198,132,37,0,241,1,0,0,0,0,1,1,0,0,0,2,2,613,0,613,0
260,133,113,31,0,188,1,1,0,1,1,0,0,1,0,0,1,1,471,0,471,0
261,187,173,34,0,285,2,0,0,0,0,2,0,0,0,0,5,5,688,0,688,0
262,140,182,45,1,280,2,1,0,0,0,0,0,0,1,0,2,2,654,0,654,0
263,159,265,35,2,346,0,1,0,0,2,0,0,0,1,0,7,7,818,0,818,0
264,117,171,20,0,234,0,0,1,0,0,0,0,0,0,0,2,2,545,0,545,0
265,158,147,45,1,179,1,0,0,0,0,0,0,0,0,0,0,0,531,0,531,0
266,129,164,32,1,276,1,1,0,0,0,0,0,0,0,0,4,4,608,0,608,0
267,107,194,35,4,357,3,0,0,1,1,1,1,0,0,0,4,4,708,0,708,0
268,73,76,10,1,200,1,0,0,0,0,0,0,0,1,2,2,2,366,0,366,0
269,106,151,23,0,257,0,0,0,0,0,0,1,0,0,0,1,1,539,0,539,0
270,119,105,32,0,192,0,0,0,0,0,1,0,0,0,0,7,7,456,0,456,0
271,104,178,33,2,231,0,0,0,1,0,1,1,0,0,0,2,2,553,0,553,0
272,158,189,19,2,281,0,0,1,0,0,0,0,0,0,0,1,1,651,0,651,0
273,124,202,28,0,264,0,0,0,0,0,0,0,0,0,0,5,5,623,0,623,0
274,141,176,42,0,208,0,0,0,0,0,0,0,0,0,0,6,6,573,0,573,0
275,119,199,18,1,275,0,0,0,0,0,1,0,0,1,0,6,6,620,0,620,0
276,135,197,28,2,211,0,0,0,0,0,0,0,0,1,0,7,7,581,0,581,0
277,150,128,45,0,246,0,0,0,0,0,0,0,1,0,0,11,11,581,0,581,0
278,152,154,20,0,199,0,0,0,1,1,0,0,0,0,0,3,3,530,0,530,0
279,142,136,14,0,203,0,0,0,0,0,0,1,0,0,0,1,1,497,0,497,0
280,53,336,12,0,145,1,0,0,1,0,2,0,0,0,0,0,0,550,0,550,0
281,263,189,27,2,214,0,0,1,0,1,0,0,0,1,0,5,5,703,0,703,0
282,168,152,34,2,234,1,1,0,0,0,2,0,0,0,0,0,0,594,0,594,0
283,175,145,22,0,190,1,0,0,0,0,0,0,0,0,0,5,5,538,0,538,0
284,127,172,40,0,275,0,0,0,0,0,1,1,0,0,0,0,0,616,0,616,0
285,79,185,24,10,271,0,0,0,0,1,0,1,0,0,0,1,1,572,0,572,0
286,99,178,34,2,393,0,0,0,0,0,1,1,0,0,0,0,0,708,0,708,0
287,115,163,27,0,198,0,0,0,0,2,1,0,0,0,0,4,4,510,0,510,0
288,92,95,19,0,298,0,0,0,0,0,0,0,0,0,0,2,2,506,0,506,0
289,113,122,28,0,182,1,1,1,0,0,0,0,0,1,0,8,8,457,0,457,0
290,105,201,21,2,288,1,0,0,0,0,0,0,0,0,0,1,1,619,0,619,0
291,127,148,24,1,236,0,0,0,1,0,2,0,0,0,0,1,1,540,0,540,0
292,138,221,20,1,339,1,0,0,0,0,1,0,2,0,0,2,2,725,0,725,0
293,102,176,22,0,213,0,0,1,0,0,0,1,0,1,1,3,3,520,0,520,0
294,95,134,21,0,212,0,0,0,0,0,1,1,0,0,0,4,4,468,0,468,0
295,101,160,16,0,266,0,0,0,0,0,0,0,0,0,1,1,1,545,0,545,0
296,83,81,19,0,204,0,0,0,0,0,0,0,0,0,0,1,1,388,0,388,0
297,119,124,16,2,264,0,0,0,0,0,0,0,0,0,0,4,4,529,0,529,0
298,83,118,26,2,259,1,0,0,2,0,0,0,0,0,1,2,2,494,0,494,0
299,146,152,27,0,318,0,0,0,0,0,0,0,0,0,0,1,1,644,0,644,0
300,74,102,43,2,220,1,0,0,1,0,0,0,0,0,0,2,2,445,0,445,0
301,119,147,28,0,336,0,0,0,0,1,0,0,0,0,0,1,1,632,0,632,0
302,159,167,22,0,284,0,0,0,0,1,0,0,0,0,1,3,3,637,0,637,0
303,154,194,35,1,347,0,0,0,1,0,0,0,0,0,0,2,2,734,0,734,0
304,110,163,18,1,315,0,0,0,1,0,2,0,1,0,0,1,1,612,0,612,0
305,135,103,28,4,382,0,0,0,0,0,0,0,0,0,0,2,2,654,0,654,0
306,121,242,29,0,302,0,0,1,0,0,0,0,0,0,0,3,3,698,0,698,0
307,184,137,24,1,199,0,0,0,0,0,0,0,1,0,0,7,7,553,0,553,0
308,166,156,16,0,202,1,0,0,1,1,0,0,0,0,1,1,1,545,0,545,0
309,158,153,26,0,193,2,0,0,0,0,1,0,0,0,0,2,2,535,0,535,0
310,120,212,24,1,327,0,0,1,0,0,0,0,0,0,0,4,4,689,0,689,0
311,143,146,26,1,233,0,0,0,0,0,0,0,1,1,1,4,4,556,0,556,0
312,143,129,20,1,190,1,0,0,0,0,0,0,0,0,0,6,6,490,0,490,0
313,122,169,29,0,309,0,0,0,0,0,0,0,0,0,0,4,4,633,0,633,0
314,166,95,18,2,177,0,0,0,0,0,0,0,1,1,0,3,3,463,0,463,0
315,164,104,16,0,161,0,0,0,0,0,0,1,0,0,0,3,3,449,0,449,0
316,117,121,20,0,225,1,0,0,0,0,0,0,0,0,0,3,3,487,0,487,0
317,127,155,26,1,229,0,0,0,0,1,0,0,0,0,0,4,4,543,0,543,0
318,112,115,28,1,204,1,2,2,1,1,1,1,1,1,1,6,6,478,0,478,0
319,103,146,27,0,252,0,0,0,2,1,0,0,0,0,0,0,0,531,0,531,0
320,106,165,13,0,208,1,0,1,1,0,0,0,0,0,0,0,0,495,0,495,0
321,107,151,20,0,197,0,0,0,0,1,0,1,0,0,0,7,7,484,0,484,0
322,63,128,37,0,201,1,0,0,1,0,0,0,0,0,0,3,3,434,0,434,0
323,159,212,38,1,280,0,0,0,0,1,0,1,1,0,0,3,3,696,0,696,0
324,169,223,30,1,302,0,0,0,0,0,0,0,0,0,0,1,1,726,0,726,0
325,157,213,40,0,251,1,0,0,1,1,1,0,0,0,0,4,4,669,0,669,0
326,109,223,28,1,259,0,0,0,0,0,0,1,0,1,0,6,6,628,0,628,0
327,196,122,16,1,288,1,0,0,0,0,1,0,0,0,1,2,2,628,0,628,0
328,146,178,30,0,283,1,0,0,0,0,0,1,0,0,1,1,1,641,0,641,0
329,162,230,30,0,272,0,0,0,0,0,1,0,0,0,2,0,0,697,0,697,0
330,94,211,26,0,202,0,0,0,1,1,0,1,0,0,0,2,2,538,0,538,0
331,125,173,23,0,292,0,1,0,0,2,0,0,0,0,0,1,1,617,0,617,0
332,118,166,24,2,304,0,0,0,0,0,1,0,1,0,0,2,2,618,0,618,0
333,107,156,24,0,297,0,1,0,0,0,1,0,0,1,0,2,2,589,0,589,0
334,118,138,31,0,223,1,0,0,0,0,1,0,1,0,0,2,2,515,0,515,0
335,134,214,34,0,320,0,0,0,0,0,1,0,0,0,0,5,5,708,0,708,0
336,154,224,42,1,300,0,0,0,0,0,0,0,0,0,1,3,3,725,0,725,0
337,97,212,25,0,230,1,1,0,1,1,1,2,0,0,0,6,6,577,0,577,0
338,63,131,16,0,176,0,0,0,1,0,0,0,0,0,1,4,4,392,0,392,0
339,107,116,9,0,214,0,0,0,0,0,0,0,0,0,0,1,1,447,0,447,0
340,144,191,27,0,423,0,0,0,0,0,0,1,1,0,1,2,2,790,0,790,0
341,73,133,26,0,308,0,0,0,0,0,0,0,0,0,0,2,2,542,0,542,0
342,58,112,10,0,294,1,1,0,0,0,0,0,1,0,0,1,1,478,0,478,0
343,127,111,13,0,152,0,0,0,0,1,0,0,0,1,0,1,1,406,0,406,0
344,94,136,20,0,163,0,0,0,0,0,0,1,0,0,0,2,2,416,0,416,0
345,138,137,28,2,226,0,0,0,1,0,1,0,0,0,1,6,6,540,0,540,0
346,231,103,32,0,192,1,0,0,0,1,0,0,0,1,2,7,7,570,0,570,0
347,106,125,14,0,180,0,0,0,0,1,0,1,0,0,0,1,1,428,0,428,0
348,138,160,44,1,267,1,0,0,0,0,0,0,0,0,0,5,5,616,0,616,0
349,199,161,34,0,281,0,0,0,0,0,0,0,0,0,1,2,2,678,0,678,0
350,149,178,31,0,274,0,0,1,0,1,0,0,0,0,1,3,3,638,0,638,0
351,99,94,15,2,197,0,0,0,0,0,1,0,0,0,0,2,2,410,0,410,0
352,125,111,16,0,218,0,1,0,1,0,0,0,0,0,0,2,2,474,0,474,0
353,64,138,23,1,295,1,0,0,1,1,1,0,0,0,1,4,4,530,0,530,0
354,81,168,26,1,304,0,0,0,0,1,1,1,1,0,1,1,1,586,0,586,0
355,161,208,48,0,353,0,0,0,0,0,1,0,0,0,0,3,3,774,0,774,0
356,121,171,39,1,263,0,0,0,0,1,0,1,0,0,0,3,3,600,0,600,0
357,116,209,46,1,424,0,0,0,0,0,0,1,0,0,0,2,2,799,0,799,0
358,189,173,39,0,359,0,0,0,0,0,0,0,0,0,1,1,1,762,0,762,0
359,178,164,31,0,329,0,1,0,1,0,1,0,0,0,0,2,2,707,0,707,0
360,197,208,25,1,358,1,0,1,0,0,3,0,1,0,0,2,2,797,0,797,0
361,148,177,24,1,305,1,0,0,0,0,1,0,0,0,2,1,1,660,0,660,0
